number,value,datetime_start,datetime_complete,duration,params_poisson_ratio,params_youngs_modulus,system_attrs_cma:generation,system_attrs_cma:large_n_eval,system_attrs_cma:n_restarts,system_attrs_cma:n_restarts_with_large,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:popsize,system_attrs_cma:poptype,system_attrs_cma:small_n_eval,state
370,6.165369808992645,2024-08-18 02:54:25.082875,2024-08-18 02:54:52.338207,0 days 00:00:27.255332,0.45386780032299706,0.16910640148968742,60.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
371,6.1653846286308305,2024-08-18 02:54:52.426140,2024-08-18 02:55:21.730923,0 days 00:00:29.304783,0.4539445955497149,0.16908366759222265,60.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
372,6.165372401523658,2024-08-18 02:55:21.804521,2024-08-18 02:55:50.847420,0 days 00:00:29.042899,0.4539135503922371,0.16909300283953893,60.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
373,6.16540692688997,2024-08-18 02:55:50.936070,2024-08-18 02:56:19.896231,0 days 00:00:28.960161,0.4538309442891254,0.16912357777020692,60.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
374,6.165369287794478,2024-08-18 02:56:20.000574,2024-08-18 02:56:47.341703,0 days 00:00:27.341129,0.453874628956277,0.16910260310298564,60.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
375,6.165369015107615,2024-08-18 02:56:47.424784,2024-08-18 02:57:14.828818,0 days 00:00:27.404034,0.4538814819005606,0.16910023892501835,61.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310dcf972cdd101b1bfea257df39d45ba3f947494628c035f706394682f68314b008594683387945294284b014b02859468118943108410525f73ab73bf78dfb90ca4f03d3f947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943100555031340b3eb3f4fc42fc867f0d03f947494628c065f7369676d6194680b68114308feddbbaf5efe683f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b3d8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840098f60897aae1840c206389e1a2c1940a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318c88ab657b07d803f560e83b941f743bfc6e4a5c2c3300a3f9474946275622e,6.0,small,0.0,COMPLETE
376,6.16537179318595,2024-08-18 02:57:14.918228,2024-08-18 02:57:44.005084,0 days 00:00:29.086856,0.4538607642540307,0.16910808036097708,61.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
377,6.165370364519934,2024-08-18 02:57:44.099834,2024-08-18 02:58:13.082541,0 days 00:00:28.982707,0.45386910617773313,0.16910589568887396,61.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
378,6.165374545832056,2024-08-18 02:58:13.169917,2024-08-18 02:58:42.100405,0 days 00:00:28.930488,0.4538742944760293,0.16910637038325282,61.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
379,6.165380024558502,2024-08-18 02:58:42.186631,2024-08-18 02:59:09.675324,0 days 00:00:27.488693,0.4538487619430356,0.16911430536512445,61.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
380,6.1653696697602385,2024-08-18 02:59:09.752489,2024-08-18 02:59:37.107569,0 days 00:00:27.355080,0.45386409760530166,0.1691069928231057,61.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
381,6.1653704612424205,2024-08-18 02:59:37.198941,2024-08-18 03:00:06.399344,0 days 00:00:29.200403,0.4538926833035485,0.1690985623118319,62.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943106c23dd9fe043acbf645a55480399bbbf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310b269557016d963bf78f5349c3bc022bf947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310a072d8113db3eb3f850486bb64f0d03f947494628c065f7369676d6194680b68114308b6130c15dfe9623f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b3e8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840a97e5ae520aa1840a26421b3bc0e194005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431818709636786d7c3feec736fef6c740bfce0bde1bc444053f9474946275622e,6.0,small,0.0,COMPLETE
382,6.165375470275917,2024-08-18 03:00:06.488690,2024-08-18 03:00:35.414964,0 days 00:00:28.926274,0.4538914436539292,0.169101601286487,62.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
383,6.165373461908148,2024-08-18 03:00:35.495504,2024-08-18 03:01:02.819149,0 days 00:00:27.323645,0.45388696121033995,0.16910260327088142,62.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
384,6.165370761780775,2024-08-18 03:01:02.894747,2024-08-18 03:01:30.458707,0 days 00:00:27.563960,0.4539022313942159,0.16909426522199222,62.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
385,6.1653756981489565,2024-08-18 03:01:30.536207,2024-08-18 03:01:59.454575,0 days 00:00:28.918368,0.45390908710781275,0.16909062718369497,62.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
386,6.165368265142621,2024-08-18 03:01:59.524660,2024-08-18 03:02:28.517021,0 days 00:00:28.992361,0.4538735240498033,0.16910156891778927,62.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
387,6.165369720638888,2024-08-18 03:02:28.622751,2024-08-18 03:02:56.178770,0 days 00:00:27.556019,0.45387100957286386,0.16910484707643408,63.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310b43055b6b98dcb3f146070bc7b2fe6bf947494628c035f706394682f68314b008594683387945294284b014b02859468118943101a31378c5eb19a3fc674db21fb146abf947494628c055f6d65616e94682f68314b008594683387945294284b014b028594683989431007b40c04a0b3eb3f583468c54df0d03f947494628c065f7369676d6194680b68114308956525d4c99b603f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b3f8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a9184005c7b7eaf3a918404d226690eac81840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943181cd34ddc30c6783fdf318914f9413dbf87fa04b19086023f9474946275622e,6.0,small,0.0,COMPLETE
388,6.165371436789472,2024-08-18 03:02:56.255137,2024-08-18 03:03:23.692818,0 days 00:00:27.437681,0.45385801964419364,0.16910971943763148,63.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
389,6.16537312508924,2024-08-18 03:03:23.899928,2024-08-18 03:03:51.282242,0 days 00:00:27.382314,0.453857249629081,0.1691093827064103,63.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
390,6.165372137323802,2024-08-18 03:03:51.378819,2024-08-18 03:04:20.358694,0 days 00:00:28.979875,0.45389380706024424,0.16909860861727138,63.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
391,6.16536788789546,2024-08-18 03:04:20.452408,2024-08-18 03:04:47.952616,0 days 00:00:27.500208,0.4538738268065232,0.1691015102708666,63.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
392,6.165376206792751,2024-08-18 03:04:48.049979,2024-08-18 03:05:15.586511,0 days 00:00:27.536532,0.4539140596570339,0.1690900035375292,63.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
393,6.1653691648784905,2024-08-18 03:05:15.698332,2024-08-18 03:05:43.289766,0 days 00:00:27.591434,0.4538734908007746,0.16910179498927908,64.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943103c161c3732c8dcbf482f8bd6db6da8bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310cb45d57f4d37a5bf7e981d97c852693f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310f0ac2008fbb2eb3fbf6e3a6269f0d03f947494628c065f7369676d6194680b68114308b2d367090a455b3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b408c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a91840c6a1644dd9ab1840f14a3d079ed618400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318828aa6a59088743fb04d46d7a0cb37bf2fae8802d2bbfd3e9474946275622e,6.0,small,0.0,COMPLETE
394,6.165367169697503,2024-08-18 03:05:43.380190,2024-08-18 03:06:12.162241,0 days 00:00:28.782051,0.4538573728777464,0.16910587765131063,64.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
395,6.165370370706629,2024-08-18 03:06:12.256656,2024-08-18 03:06:41.227802,0 days 00:00:28.971146,0.45388033663624294,0.16910307107157085,64.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
396,6.1653675968491815,2024-08-18 03:06:41.330659,2024-08-18 03:07:08.799504,0 days 00:00:27.468845,0.45386674148442,0.16910270057681936,64.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
397,6.165370589729652,2024-08-18 03:07:08.884022,2024-08-18 03:07:37.967180,0 days 00:00:29.083158,0.4538596051347384,0.1691083580321304,64.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
398,6.165370870959183,2024-08-18 03:07:38.060004,2024-08-18 03:08:07.105280,0 days 00:00:29.045276,0.45386642728975035,0.16910677071012642,64.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
399,6.1653668951939995,2024-08-18 03:08:07.196970,2024-08-18 03:08:34.773841,0 days 00:00:27.576871,0.45386549408305865,0.16910439698414959,65.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310586ed9848ba3f3bf317cfe6c2047f6bf947494628c035f706394682f68314b008594683387945294284b014b028594681189431096621898a7b8b5bf33b07046e5e36f3f947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943102e74ebd043b2eb3f43a427d577f0d03f947494628c065f7369676d6194680b68114308a1792d76069f5f3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b418c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a918403fbbe60256a9184044ec49fb56a918400818b08d59a918404b5c166800c01840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943185aab49c175b5773ff50acf6038e138bfa37e8e4a6750fc3e9474946275622e,6.0,small,0.0,COMPLETE
400,6.165369124490439,2024-08-18 03:08:34.871546,2024-08-18 03:09:03.795462,0 days 00:00:28.923916,0.45386121884888275,0.1691032488082377,65.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
401,6.1653682452568015,2024-08-18 03:09:03.898580,2024-08-18 03:09:33.028084,0 days 00:00:29.129504,0.4538356903067129,0.16910979161022213,65.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
402,6.165369154313327,2024-08-18 03:09:33.119492,2024-08-18 03:10:02.150580,0 days 00:00:29.031088,0.4538745729715763,0.16910302237491293,65.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
403,6.165367993878988,2024-08-18 03:10:02.240717,2024-08-18 03:10:29.627833,0 days 00:00:27.387116,0.4538573573027274,0.1691074000930522,65.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
404,6.165369340517051,2024-08-18 03:10:29.713144,2024-08-18 03:10:58.673021,0 days 00:00:28.959877,0.4538683336418514,0.16910167813748994,65.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
